Timestamp,FrameCount,Delay,HeadPosX,HeadPosY,HeadPosZ,HeadRotX,HeadRotY,HeadRotZ,HeadRotW,UKFPosX,UKFPosY,UKFPosZ,UKFRotX,UKFRotY,UKFRotZ,UKFRotW,UPFPosX,UPFPosY,UPFPosZ,UPFRotX,UPFRotY,UPFRotZ,UPFRotW,FusedPosX,FusedPosY,FusedPosZ,FusedRotX,FusedRotY,FusedRotZ,FusedRotW,UKFLatency,UPFLatency,FusionLatency
15:56:02.589,42,23.24187,0.001870251,1.514882,-0.01373125,-0.02251068,-0.01558655,0.03568263,0.998988,0.001858681,1.503903,-0.01428856,1.458174E-05,0.01312365,-0.0001249323,0.9999139,0.001846753,1.524553,-0.01417967,0.0001977444,0.01312217,0.01383067,0.9998182,0.001852717,1.514228,-0.01423412,0.0001061657,0.01312323,0.006853036,0.9998904,0.5367,18.9651,0.0514
15:56:02.622,43,23.27487,0.002246987,1.514816,-0.01312077,-0.02118734,-0.01627263,0.03464517,0.9990426,0.002101871,1.518548,-0.01335009,1.680495E-05,0.01325144,-0.0001161238,0.9999122,0.002060007,1.568917,-0.01304935,0.0002015167,0.01324992,0.01382178,0.9998167,0.002080939,1.543733,-0.01319972,0.0001091635,0.013251,0.006852992,0.9998887,0.1065,18.3409,0.0497
15:56:02.655,44,23.30787,0.002443095,1.514484,-0.01285668,-0.02102675,-0.01512364,0.03451825,0.9990684,0.002366175,1.480875,-0.01362076,1.911729E-05,0.01292271,-0.0001186347,0.9999165,0.002290142,1.577646,-0.01269519,0.0001993109,0.01292119,0.0138243,0.9998209,0.002328158,1.52926,-0.01315797,0.0001092167,0.01292226,0.006853,0.9998931,0.0956,21.0144,0.0625
15:56:02.687,45,23.34037,0.0027858,1.513949,-0.01255096,-0.01866006,-0.01328861,0.03504148,0.9991233,0.002673161,1.52336,-0.01366316,2.170337E-05,0.01329343,-0.0001223368,0.9999117,0.002577262,1.495463,-0.01260602,0.0002071633,0.01329183,0.01382785,0.9998161,0.002625212,1.509411,-0.01313459,0.0001144361,0.01329296,0.006852923,0.9998882,0.0992,18.7254,0.0533
15:56:02.718,46,23.37137,0.002965599,1.51344,-0.01237394,-0.0158384,-0.01194715,0.03531016,0.9991795,0.002882923,1.535769,-0.01250425,2.368797E-05,0.01340172,-0.0001098676,0.9999102,0.00278143,1.524557,-0.01228125,0.0002103235,0.01340009,0.01381531,0.9998147,0.002832177,1.530163,-0.01239275,0.0001170086,0.01340123,0.006852886,0.9998868,0.1394,19.133,0.0556
15:56:02.750,47,23.40337,0.003061475,1.513164,-0.01219378,-0.0136088,-0.0119438,0.03593014,0.9991903,0.002987004,1.53117,-0.01233865,2.463175E-05,0.01336158,-0.0001075456,0.9999107,0.002943813,1.509569,-0.01234858,0.0002106459,0.01335994,0.01381297,0.9998153,0.002965408,1.520369,-0.01234361,0.0001176417,0.01336109,0.006852879,0.9998873,0.1238,18.9683,0.0574
15:56:02.785,48,23.43837,0.003063175,1.512681,-0.01187126,-0.01233874,-0.01274312,0.03589798,0.9991981,0.003058319,1.518336,-0.0120828,2.53055E-05,0.0132496,-0.0001045761,0.9999122,0.003010308,1.519833,-0.01195301,0.0002096818,0.01324796,0.01381001,0.9998168,0.003034313,1.519085,-0.01201791,0.0001174965,0.0132491,0.006852883,0.9998888,0.1088,19.6297,0.0605
15:56:02.825,49,23.47837,0.00302734,1.512539,-0.01185054,-0.009930919,-0.01454216,0.03678899,0.9991679,0.002998408,1.500133,-0.01169562,2.484528E-05,0.01309076,-0.0001010558,0.9999143,0.00298518,1.527745,-0.0121413,0.0002069194,0.01308915,0.01380654,0.999819,0.002991794,1.513939,-0.01191846,0.0001158851,0.01309027,0.006852908,0.9998909,0.0937,19.483,0.0549
15:56:02.855,50,23.50788,0.00290137,1.512359,-0.0117227,-0.009139007,-0.01713493,0.03762525,0.9991032,0.002835395,1.502423,-0.01182562,2.33874E-05,0.01311074,-0.0001035869,0.9999141,0.003002422,1.523048,-0.01176564,0.0002058064,0.01310915,0.01380911,0.9998187,0.002918909,1.512735,-0.01179563,0.0001145997,0.01311026,0.006852926,0.9998906,0.0926,18.8261,0.0624
15:56:02.886,51,23.53937,0.003100595,1.512114,-0.01148887,-0.008496752,-0.02012023,0.03796539,0.9990404,0.003046976,1.521862,-0.01177466,2.523255E-05,0.01328036,-0.0001023735,0.9999118,0.003134294,1.516292,-0.01150554,0.0002099785,0.01327873,0.0138078,0.9998164,0.003090635,1.519077,-0.0116401,0.0001176084,0.01327987,0.006852882,0.9998884,0.0909,20.146,0.0433
15:56:02.913,52,23.56587,0.002973144,1.51201,-0.01124089,-0.006973111,-0.02233092,0.0371128,0.9990372,0.003009135,1.535404,-0.01160004,2.490409E-05,0.01339853,-0.0001013392,0.9999102,0.00313096,1.567043,-0.01156831,0.0002112662,0.01339689,0.01380675,0.9998149,0.003070047,1.551224,-0.01158417,0.000118088,0.01339803,0.006852871,0.9998868,0.086,18.8277,0.0485
15:56:02.942,53,23.59487,0.002832913,1.511556,-0.01102325,-0.005660116,-0.02507268,0.03703583,0.9989833,0.002933462,1.494794,-0.01156948,2.425413E-05,0.01304418,-0.0001032813,0.9999149,0.002920968,1.542558,-0.01122555,0.0002057386,0.01304257,0.01380879,0.9998196,0.002927215,1.518676,-0.01139752,0.0001149992,0.01304369,0.006852921,0.9998915,0.0888,18.9082,0.0494
15:56:02.971,54,23.62437,0.002358784,1.511351,-0.01082783,-0.004268711,-0.02701319,0.03762524,0.9989176,0.002555458,1.47781,-0.01144673,2.098259E-05,0.01289597,-0.0001023371,0.9999169,0.002559285,1.524201,-0.01092423,0.0002003821,0.01289442,0.01380797,0.9998215,0.002557372,1.501005,-0.01118548,0.000110685,0.01289551,0.00685298,0.9998934,0.1275,19.1676,0.0488
15:56:03.001,55,23.65437,0.00207199,1.510823,-0.0105439,-0.001694025,-0.03138833,0.03872547,0.9987553,0.002303698,1.50759,-0.01079274,1.886644E-05,0.01315583,-9.415957E-05,0.9999135,0.002171502,1.424276,-0.01078983,0.0002016667,0.01315429,0.01379979,0.9998182,0.0022376,1.465933,-0.01079128,0.0001102692,0.01315538,0.006852981,0.99989,0.112,18.5531,0.0466
15:56:03.032,56,23.68487,0.002321873,1.510501,-0.009749956,0.00140376,-0.03469852,0.0391577,0.9986294,0.002296642,1.513544,-0.01010583,1.885929E-05,0.01320778,-8.966956E-05,0.9999128,0.002279807,1.521979,-0.01014587,0.0002022629,0.01320625,0.01379529,0.9998176,0.002288225,1.517761,-0.01012585,0.0001105638,0.01320734,0.006852976,0.9998893,0.1156,19.3144,0.0589
15:56:03.069,57,23.72187,0.002605628,1.50991,-0.008894339,0.005369828,-0.03595193,0.038667,0.9985908,0.002491652,1.514779,-0.009352374,2.065859E-05,0.01321856,-8.22313E-05,0.9999126,0.002498665,1.511601,-0.009327913,0.0002040144,0.013217,0.0137878,0.9998176,0.002495159,1.51319,-0.009340143,0.0001123392,0.0132181,0.006852952,0.9998892,0.1,22.8003,0.0571
15:56:03.101,58,23.75437,0.002783757,1.509522,-0.007896572,0.008886321,-0.03606769,0.03860402,0.9985639,0.002634865,1.512332,-0.008460425,2.201566E-05,0.01319721,-7.424293E-05,0.9999129,0.002670834,1.506804,-0.008503719,0.0002048639,0.01319563,0.01377979,0.999818,0.00265285,1.509568,-0.008482073,0.0001134425,0.01319674,0.006852938,0.9998894,0.0934,20.6096,0.055
15:56:03.135,59,23.78837,0.003031908,1.509166,-0.006432846,0.0119865,-0.03630938,0.0386606,0.9985206,0.003053371,1.473204,-0.007201875,2.582281E-05,0.01285578,-6.417442E-05,0.9999174,0.002871751,1.511597,-0.007234309,0.0002036803,0.01285419,0.0137697,0.9998226,0.002962561,1.492401,-0.007218092,0.0001147543,0.01285529,0.006852929,0.9998939,0.1562,19.0921,0.0504
15:56:03.165,60,23.81787,0.003059861,1.50873,-0.004933827,0.01454431,-0.037179,0.03885704,0.998447,0.003020889,1.512363,-0.005735909,2.569299E-05,0.01319748,-5.087877E-05,0.9999129,0.002950503,1.479188,-0.00561975,0.0002079268,0.01319587,0.01375634,0.9998183,0.002985696,1.495776,-0.005677829,0.0001168127,0.01319699,0.006852894,0.9998894,0.0907,18.7058,0.0569
